Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SAP_TS,Chrome 112.0.0.0,,,2023-04-26 12:18:24,2023-04-26 12:22:14,3m - 49.619s,FAILED
,,,,,,,
Test Cases/SAP_Login,Chrome 112.0.0.0,,,2023-04-26 12:18:24,2023-04-26 12:20:36,2m - 11.423s,PASSED
"openBrowser("""")",Chrome 112.0.0.0,,,2023-04-26 12:18:25,2023-04-26 12:18:32,7.193s,PASSED
"navigateToUrl(""https://cloudtrials.cfapps.eu10-004.hana.ondemand.com/public/access-trial/53cdcb45-79d8-4b1d-b610-da6f46c345bc?t=S4HANA_CLOUD"")",Chrome 112.0.0.0,,,2023-04-26 12:18:32,2023-04-26 12:18:38,5.893s,PASSED
maximizeWindow(),Chrome 112.0.0.0,,,2023-04-26 12:18:38,2023-04-26 12:18:41,2.969s,PASSED
"setText(findTestObject(""Object Repository/Page_SAP Trial Log On/input_E-Mail or User Name_j_username""), ""vaibhav.jain@katalon.com"")",Chrome 112.0.0.0,,,2023-04-26 12:18:41,2023-04-26 12:18:45,4.552s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Trial Log On/div_Continue""))",Chrome 112.0.0.0,,,2023-04-26 12:18:45,2023-04-26 12:18:54,9.133s,PASSED
delay(40),Chrome 112.0.0.0,,,2023-04-26 12:18:54,2023-04-26 12:19:35,40.024s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SAP Universal ID/input_com_password""), ""icP23tTPdjsOed6Z/XwIKg=="")",Chrome 112.0.0.0,,,2023-04-26 12:19:35,2023-04-26 12:19:35,0.665s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Universal ID/button_Sign in""))",Chrome 112.0.0.0,,,2023-04-26 12:19:35,2023-04-26 12:19:36,0.628s,PASSED
delay(60),Chrome 112.0.0.0,,,2023-04-26 12:19:36,2023-04-26 12:20:36,1m - 0.016s,PASSED
,,,,,,,
Test Cases/SAP_CreateSalesOrder,Chrome 112.0.0.0,,,2023-04-26 12:20:36,2023-04-26 12:21:39,1m - 3.592s,PASSED
enableSmartWait(),Chrome 112.0.0.0,,,2023-04-26 12:20:36,2023-04-26 12:20:36,0.012s,PASSED
"setText(findTestObject(""Object Repository/Page_Trial Center/input_All_search""), ""manage sales order"")",Chrome 112.0.0.0,,,2023-04-26 12:20:36,2023-04-26 12:20:37,1.225s,PASSED
