Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SAP_TS,Chrome 112.0.0.0,,,2023-04-26 13:34:33,2023-04-26 13:38:18,3m - 44.944s,FAILED
,,,,,,,
Test Cases/SAP_Login,Chrome 112.0.0.0,,,2023-04-26 13:34:34,2023-04-26 13:36:43,2m - 9.315s,PASSED
"openBrowser("""")",Chrome 112.0.0.0,,,2023-04-26 13:34:34,2023-04-26 13:34:41,6.775s,PASSED
"navigateToUrl(""https://cloudtrials.cfapps.eu10-004.hana.ondemand.com/public/access-trial/53cdcb45-79d8-4b1d-b610-da6f46c345bc?t=S4HANA_CLOUD"")",Chrome 112.0.0.0,,,2023-04-26 13:34:41,2023-04-26 13:34:44,3.391s,PASSED
maximizeWindow(),Chrome 112.0.0.0,,,2023-04-26 13:34:44,2023-04-26 13:34:50,5.354s,PASSED
"setText(findTestObject(""Object Repository/Page_SAP Trial Log On/input_E-Mail or User Name_j_username""), ""vaibhav.jain@katalon.com"")",Chrome 112.0.0.0,,,2023-04-26 13:34:50,2023-04-26 13:34:51,1.016s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Trial Log On/div_Continue""))",Chrome 112.0.0.0,,,2023-04-26 13:34:51,2023-04-26 13:35:01,10.704s,PASSED
delay(40),Chrome 112.0.0.0,,,2023-04-26 13:35:01,2023-04-26 13:35:41,40.029s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SAP Universal ID/input_com_password""), ""icP23tTPdjsOed6Z/XwIKg=="")",Chrome 112.0.0.0,,,2023-04-26 13:35:41,2023-04-26 13:35:42,0.821s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Universal ID/button_Sign in""))",Chrome 112.0.0.0,,,2023-04-26 13:35:42,2023-04-26 13:35:43,0.864s,PASSED
delay(60),Chrome 112.0.0.0,,,2023-04-26 13:35:43,2023-04-26 13:36:43,1m - 0.022s,PASSED
,,,,,,,
Test Cases/SAP_CreateSalesOrder,Chrome 112.0.0.0,,,2023-04-26 13:36:43,2023-04-26 13:37:51,1m - 7.749s,PASSED
enableSmartWait(),Chrome 112.0.0.0,,,2023-04-26 13:36:43,2023-04-26 13:36:43,0.014s,PASSED
"setText(findTestObject(""Object Repository/Page_Trial Center/input_All_search""), ""manage sales order"")",Chrome 112.0.0.0,,,2023-04-26 13:36:43,2023-04-26 13:36:46,2.992s,PASSED
"click(findTestObject(""Object Repository/Page_Trial Center/b_Manage Sales Order""))",Chrome 112.0.0.0,,,2023-04-26 13:36:46,2023-04-26 13:37:07,20.775s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/span_Create""))",Chrome 112.0.0.0,,,2023-04-26 13:37:07,2023-04-26 13:37:17,10.426s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/div_Create Sales Order VA01""))",Chrome 112.0.0.0,,,2023-04-26 13:37:17,2023-04-26 13:37:18,0.879s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Sales Documents/input_O_InputField""), ""OR"")",Chrome 112.0.0.0,,,2023-04-26 13:37:18,2023-04-26 13:37:27,8.841s,PASSED
"click(findTestObject(""Object Repository/Page_Create Sales Documents/div_ContinueEmphasized""))",Chrome 112.0.0.0,,,2023-04-26 13:37:27,2023-04-26 13:37:34,6.398s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_S_InputField""), ""17100007"")",Chrome 112.0.0.0,,,2023-04-26 13:37:34,2023-04-26 13:37:35,1.235s,PASSED
"click(findTestObject(""Object Repository/Page_Create Standard Order Overview/span_17100007""))",Chrome 112.0.0.0,,,2023-04-26 13:37:35,2023-04-26 13:37:36,1.498s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_C_InputField""), ""TEST"")",Chrome 112.0.0.0,,,2023-04-26 13:37:36,2023-04-26 13:37:37,0.641s,PASSED
"click(findTestObject(""Object Repository/Page_Create Standard Order Overview/div_Standard OrderNet ValueSold-to PartyShi_75e7b7""))",Chrome 112.0.0.0,,,2023-04-26 13:37:37,2023-04-26 13:37:37,0.514s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_P_InputField""), ""0004"")",Chrome 112.0.0.0,,,2023-04-26 13:37:37,2023-04-26 13:37:38,0.622s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_I_InputField""), ""EXW"")",Chrome 112.0.0.0,,,2023-04-26 13:37:38,2023-04-26 13:37:39,0.528s,PASSED
"sendKeys(findTestObject(""Page_Create Standard Order Overview/input_I_InputField_1""), Keys.chord(""Palo Alto"", ENTER))",Chrome 112.0.0.0,,,2023-04-26 13:37:39,2023-04-26 13:37:39,0.536s,PASSED
"sendKeys(findTestObject(""Page_Create Standard Order Overview/input_Overall Status_InputField""), Keys.chord(""MZ-FG-26XR1"", ENTER))",Chrome 112.0.0.0,,,2023-04-26 13:37:39,2023-04-26 13:37:41,1.778s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_Overall Status_InputField_1""), Keys.chord(""10"", ENTER))",Chrome 112.0.0.0,,,2023-04-26 13:37:41,2023-04-26 13:37:42,1.007s,PASSED
delay(2),Chrome 112.0.0.0,,,2023-04-26 13:37:42,2023-04-26 13:37:44,2.015s,PASSED
"click(findTestObject(""Page_Create Standard Order Overview/div_Save""))",Chrome 112.0.0.0,,,2023-04-26 13:37:44,2023-04-26 13:37:45,0.535s,PASSED
delay(5),Chrome 112.0.0.0,,,2023-04-26 13:37:45,2023-04-26 13:37:50,5.011s,PASSED
"Sales_Order = getText(findTestObject(""Page_Create Standard Order Overview/span_SuccessMessage"")).substring(15, 21)",Chrome 112.0.0.0,,,2023-04-26 13:37:50,2023-04-26 13:37:50,0.593s,PASSED
print(Sales_Order),Chrome 112.0.0.0,,,2023-04-26 13:37:50,2023-04-26 13:37:50,0.004s,PASSED
"click(findTestObject(""Object Repository/Page_SAP/div_Exit""))",Chrome 112.0.0.0,,,2023-04-26 13:37:50,2023-04-26 13:37:51,0.650s,PASSED
,,,,,,,
Test Cases/SAP_SearchSalesOrder,Chrome 112.0.0.0,,,2023-04-26 13:37:51,2023-04-26 13:38:18,27.443s,FAILED
"setText(findTestObject(""Object Repository/Page_Manage Sales Orders/input_Sales Order_cus.sd.salesorders.manage_6cf20f""), Sales_Order)",Chrome 112.0.0.0,,,2023-04-26 13:37:51,2023-04-26 13:38:00,9.005s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/div_Sales OrderContains 1 token183427Sold-t_9beef2""))",Chrome 112.0.0.0,,,2023-04-26 13:38:00,2023-04-26 13:38:02,2.086s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/bdi_Go""))",Chrome 112.0.0.0,,,2023-04-26 13:38:02,2023-04-26 13:38:03,1.247s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Manage Sales Orders/div_183427""), Sales_Order)",Chrome 112.0.0.0,,,2023-04-26 13:38:03,2023-04-26 13:38:05,1.450s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/a_183427""))",Chrome 112.0.0.0,,,2023-04-26 13:38:05,2023-04-26 13:38:06,1.516s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/td_USD_sapMListTblNavCol sapMTblLastVisibleCell_1""))",Chrome 112.0.0.0,,,2023-04-26 13:38:06,2023-04-26 13:38:08,1.700s,PASSED
