Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SAP_TS,Chrome 121.0.0.0,,,03-02-2024 15:58:31,03-02-2024 16:00:59,2m - 27.628s,PASSED
,,,,,,,
Test Cases/SAP_Login,Chrome 121.0.0.0,,,03-02-2024 15:58:31,03-02-2024 15:59:16,44.548s,PASSED
Start listener action : enableSauceLabs,Chrome 121.0.0.0,,,03-02-2024 15:58:31,03-02-2024 15:58:31,0.009s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,03-02-2024 15:58:32,03-02-2024 15:58:34,2.139s,PASSED
"navigateToUrl(""https://cloudtrials.cfapps.eu10-004.hana.ondemand.com/public/access-trial/87b8bf62-d009-4758-96ae-15bbf539d560?t=S4HANA_CLOUD"")",Chrome 121.0.0.0,,,03-02-2024 15:58:34,03-02-2024 15:58:39,5.011s,PASSED
maximizeWindow(),Chrome 121.0.0.0,,,03-02-2024 15:58:39,03-02-2024 15:58:42,3.533s,PASSED
"setText(findTestObject(""Page_SAP Trial Sign In/input_Email or User Name_j_username""), ""vjainkatalon@gmail.com"")",Chrome 121.0.0.0,,,03-02-2024 15:58:42,03-02-2024 15:58:43,0.653s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Trial Log On/div_Continue""))",Chrome 121.0.0.0,,,03-02-2024 15:58:43,03-02-2024 15:58:51,8.254s,PASSED
delay(10),Chrome 121.0.0.0,,,03-02-2024 15:58:51,03-02-2024 15:59:01,10.016s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SAP Universal ID/input_com_password""), ""icP23tTPdjsOed6Z/XwIKg=="")",Chrome 121.0.0.0,,,03-02-2024 15:59:01,03-02-2024 15:59:02,0.314s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Universal ID/button_Sign in""))",Chrome 121.0.0.0,,,03-02-2024 15:59:02,03-02-2024 15:59:02,0.289s,PASSED
delay(10),Chrome 121.0.0.0,,,03-02-2024 15:59:02,03-02-2024 15:59:12,10.009s,PASSED
"click(findTestObject(""Page_Trial Center/span_UT""))",Chrome 121.0.0.0,,,03-02-2024 15:59:12,03-02-2024 15:59:12,0.002s,NOT_RUN
"takeScreenshotAsCheckpoint(""test"")",Chrome 121.0.0.0,,,03-02-2024 15:59:12,03-02-2024 15:59:14,1.764s,PASSED
Start listener action : autoUpdateJobStatus,Chrome 121.0.0.0,,,03-02-2024 15:59:14,03-02-2024 15:59:14,0.000s,PASSED
Video,Chrome 121.0.0.0,,,03-02-2024 15:59:16,03-02-2024 15:59:16,0.001s,PASSED
,,,,,,,
Test Cases/SAP_CreateSalesOrder,Chrome 121.0.0.0,,,03-02-2024 15:59:16,03-02-2024 16:00:24,1m - 8.506s,PASSED
