Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SAP_TS,Chrome 112.0.0.0,,,2023-04-26 11:28:29,2023-04-26 11:33:00,4m - 30.584s,FAILED
,,,,,,,
Test Cases/SAP_Login,Chrome 112.0.0.0,,,2023-04-26 11:28:30,2023-04-26 11:30:46,2m - 15.740s,PASSED
"openBrowser("""")",Chrome 112.0.0.0,,,2023-04-26 11:28:30,2023-04-26 11:28:41,11.082s,PASSED
"navigateToUrl(""https://cloudtrials.cfapps.eu10-004.hana.ondemand.com/public/access-trial/53cdcb45-79d8-4b1d-b610-da6f46c345bc?t=S4HANA_CLOUD"")",Chrome 112.0.0.0,,,2023-04-26 11:28:41,2023-04-26 11:28:46,4.513s,PASSED
maximizeWindow(),Chrome 112.0.0.0,,,2023-04-26 11:28:46,2023-04-26 11:28:52,5.892s,PASSED
"setText(findTestObject(""Object Repository/Page_SAP Trial Log On/input_E-Mail or User Name_j_username""), ""vaibhav.jain@katalon.com"")",Chrome 112.0.0.0,,,2023-04-26 11:28:52,2023-04-26 11:28:53,1.224s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Trial Log On/div_Continue""))",Chrome 112.0.0.0,,,2023-04-26 11:28:53,2023-04-26 11:29:04,10.952s,PASSED
delay(40),Chrome 112.0.0.0,,,2023-04-26 11:29:04,2023-04-26 11:29:44,40.028s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SAP Universal ID/input_com_password""), ""icP23tTPdjsOed6Z/XwIKg=="")",Chrome 112.0.0.0,,,2023-04-26 11:29:44,2023-04-26 11:29:45,0.856s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Universal ID/button_Sign in""))",Chrome 112.0.0.0,,,2023-04-26 11:29:45,2023-04-26 11:29:46,0.836s,PASSED
delay(60),Chrome 112.0.0.0,,,2023-04-26 11:29:46,2023-04-26 11:30:46,1m - 0.014s,PASSED
,,,,,,,
Test Cases/SAP_CreateSalesOrder,Chrome 112.0.0.0,,,2023-04-26 11:30:46,2023-04-26 11:32:53,2m - 7.565s,PASSED
enableSmartWait(),Chrome 112.0.0.0,,,2023-04-26 11:30:46,2023-04-26 11:30:46,0.014s,PASSED
"setText(findTestObject(""Object Repository/Page_Trial Center/input_All_search""), ""manage sales order"")",Chrome 112.0.0.0,,,2023-04-26 11:30:46,2023-04-26 11:31:38,51.789s,PASSED
"click(findTestObject(""Object Repository/Page_Trial Center/b_Manage Sales Order""))",Chrome 112.0.0.0,,,2023-04-26 11:31:38,2023-04-26 11:31:53,15.299s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/span_Create""))",Chrome 112.0.0.0,,,2023-04-26 11:31:53,2023-04-26 11:32:16,22.801s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/div_Create Sales Order VA01""))",Chrome 112.0.0.0,,,2023-04-26 11:32:16,2023-04-26 11:32:16,0.641s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Sales Documents/input_O_InputField""), ""OR"")",Chrome 112.0.0.0,,,2023-04-26 11:32:16,2023-04-26 11:32:29,12.210s,PASSED
