Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SAP_TS,Chrome 121.0.0.0,,,03-02-2024 16:24:55,03-02-2024 16:27:33,2m - 38.436s,PASSED
,,,,,,,
Test Cases/SAP_Login,Chrome 121.0.0.0,,,03-02-2024 16:24:55,03-02-2024 16:25:54,59.367s,PASSED
Start listener action : enableSauceLabs,Chrome 121.0.0.0,,,03-02-2024 16:24:55,03-02-2024 16:24:55,0.008s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,03-02-2024 16:24:55,03-02-2024 16:24:57,2.187s,PASSED
"navigateToUrl(""https://cloudtrials.cfapps.eu10-004.hana.ondemand.com/public/access-trial/87b8bf62-d009-4758-96ae-15bbf539d560?t=S4HANA_CLOUD"")",Chrome 121.0.0.0,,,03-02-2024 16:24:57,03-02-2024 16:25:06,8.614s,PASSED
maximizeWindow(),Chrome 121.0.0.0,,,03-02-2024 16:25:06,03-02-2024 16:25:10,3.502s,PASSED
"setText(findTestObject(""Page_SAP Trial Sign In/input_Email or User Name_j_username""), ""vjainkatalon@gmail.com"")",Chrome 121.0.0.0,,,03-02-2024 16:25:10,03-02-2024 16:25:10,0.650s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Trial Log On/div_Continue""))",Chrome 121.0.0.0,,,03-02-2024 16:25:10,03-02-2024 16:25:18,8.160s,PASSED
delay(10),Chrome 121.0.0.0,,,03-02-2024 16:25:18,03-02-2024 16:25:28,10.020s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SAP Universal ID/input_com_password""), ""icP23tTPdjsOed6Z/XwIKg=="")",Chrome 121.0.0.0,,,03-02-2024 16:25:28,03-02-2024 16:25:29,0.315s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Universal ID/button_Sign in""))",Chrome 121.0.0.0,,,03-02-2024 16:25:29,03-02-2024 16:25:29,0.286s,PASSED
delay(10),Chrome 121.0.0.0,,,03-02-2024 16:25:29,03-02-2024 16:25:39,10.004s,PASSED
"click(findTestObject(""Page_Trial Center/span_UT""))",Chrome 121.0.0.0,,,03-02-2024 16:25:39,03-02-2024 16:25:39,0.002s,NOT_RUN
"takeScreenshotAsCheckpoint(""test"")",Chrome 121.0.0.0,,,03-02-2024 16:25:39,03-02-2024 16:25:52,13.069s,PASSED
Start listener action : autoUpdateJobStatus,Chrome 121.0.0.0,,,03-02-2024 16:25:52,03-02-2024 16:25:52,0.001s,PASSED
Video,Chrome 121.0.0.0,,,03-02-2024 16:25:54,03-02-2024 16:25:54,0.000s,PASSED
,,,,,,,
Test Cases/SAP_CreateSalesOrder,Chrome 121.0.0.0,,,03-02-2024 16:25:54,03-02-2024 16:26:56,1m - 1.656s,PASSED
Start listener action : enableSauceLabs,Chrome 121.0.0.0,,,03-02-2024 16:25:54,03-02-2024 16:25:54,0.001s,PASSED
enableSmartWait(),Chrome 121.0.0.0,,,03-02-2024 16:25:54,03-02-2024 16:25:54,0.006s,PASSED
"click(findTestObject(""Page_Manage Sales Orders/button_Leave Tour""), OPTIONAL)",Chrome 121.0.0.0,,,03-02-2024 16:25:54,03-02-2024 16:26:21,26.591s,PASSED
"click(findTestObject(""Page_Home/span_Search""))",Chrome 121.0.0.0,,,03-02-2024 16:26:21,03-02-2024 16:26:22,0.796s,PASSED
"setText(findTestObject(""Object Repository/Page_Trial Center/input_All_search""), ""Manage Sales Order"")",Chrome 121.0.0.0,,,03-02-2024 16:26:22,03-02-2024 16:26:25,3.508s,PASSED
"click(findTestObject(""Object Repository/Page_Trial Center/b_Manage Sales Order""))",Chrome 121.0.0.0,,,03-02-2024 16:26:25,03-02-2024 16:26:26,1.090s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/span_Create""))",Chrome 121.0.0.0,,,03-02-2024 16:26:26,03-02-2024 16:26:29,2.910s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/div_Create Sales Order VA01""))",Chrome 121.0.0.0,,,03-02-2024 16:26:29,03-02-2024 16:26:31,1.440s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Sales Documents/input_O_InputField""), ""OR"")",Chrome 121.0.0.0,,,03-02-2024 16:26:31,03-02-2024 16:26:38,7.394s,PASSED
"click(findTestObject(""Object Repository/Page_Create Sales Documents/div_ContinueEmphasized""))",Chrome 121.0.0.0,,,03-02-2024 16:26:38,03-02-2024 16:26:40,1.880s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_S_InputField""), ""17100007"")",Chrome 121.0.0.0,,,03-02-2024 16:26:40,03-02-2024 16:26:41,1.044s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_C_InputField""), ""TEST"")",Chrome 121.0.0.0,,,03-02-2024 16:26:41,03-02-2024 16:26:41,0.453s,PASSED
