Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SAP_TS,Chrome 121.0.0.0,,,03-02-2024 15:46:46,03-02-2024 15:49:19,2m - 32.694s,PASSED
,,,,,,,
Test Cases/SAP_Login,Chrome 121.0.0.0,,,03-02-2024 15:46:46,03-02-2024 15:47:32,45.461s,PASSED
Start listener action : enableSauceLabs,Chrome 121.0.0.0,,,03-02-2024 15:46:46,03-02-2024 15:46:46,0.007s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,03-02-2024 15:46:47,03-02-2024 15:46:49,2.144s,PASSED
"navigateToUrl(""https://cloudtrials.cfapps.eu10-004.hana.ondemand.com/public/access-trial/87b8bf62-d009-4758-96ae-15bbf539d560?t=S4HANA_CLOUD"")",Chrome 121.0.0.0,,,03-02-2024 15:46:49,03-02-2024 15:47:00,10.916s,PASSED
maximizeWindow(),Chrome 121.0.0.0,,,03-02-2024 15:47:00,03-02-2024 15:47:00,0.478s,PASSED
"setText(findTestObject(""Page_SAP Trial Sign In/input_Email or User Name_j_username""), ""vjainkatalon@gmail.com"")",Chrome 121.0.0.0,,,03-02-2024 15:47:00,03-02-2024 15:47:01,0.673s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Trial Log On/div_Continue""))",Chrome 121.0.0.0,,,03-02-2024 15:47:01,03-02-2024 15:47:11,10.258s,PASSED
delay(10),Chrome 121.0.0.0,,,03-02-2024 15:47:11,03-02-2024 15:47:21,10.020s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SAP Universal ID/input_com_password""), ""icP23tTPdjsOed6Z/XwIKg=="")",Chrome 121.0.0.0,,,03-02-2024 15:47:21,03-02-2024 15:47:21,0.314s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Universal ID/button_Sign in""))",Chrome 121.0.0.0,,,03-02-2024 15:47:21,03-02-2024 15:47:22,0.285s,PASSED
delay(5),Chrome 121.0.0.0,,,03-02-2024 15:47:22,03-02-2024 15:47:27,5.006s,PASSED
"click(findTestObject(""Page_Trial Center/span_UT""))",Chrome 121.0.0.0,,,03-02-2024 15:47:27,03-02-2024 15:47:27,0.001s,NOT_RUN
"takeScreenshotAsCheckpoint(""test"")",Chrome 121.0.0.0,,,03-02-2024 15:47:27,03-02-2024 15:47:30,2.852s,PASSED
Start listener action : autoUpdateJobStatus,Chrome 121.0.0.0,,,03-02-2024 15:47:30,03-02-2024 15:47:30,0.001s,PASSED
Video,Chrome 121.0.0.0,,,03-02-2024 15:47:32,03-02-2024 15:47:32,0.001s,PASSED
,,,,,,,
Test Cases/SAP_CreateSalesOrder,Chrome 121.0.0.0,,,03-02-2024 15:47:32,03-02-2024 15:48:40,1m - 8.001s,PASSED
Start listener action : enableSauceLabs,Chrome 121.0.0.0,,,03-02-2024 15:47:32,03-02-2024 15:47:32,0.001s,PASSED
enableSmartWait(),Chrome 121.0.0.0,,,03-02-2024 15:47:32,03-02-2024 15:47:32,0.008s,PASSED
"click(findTestObject(""Page_Manage Sales Orders/button_Leave Tour""), OPTIONAL)",Chrome 121.0.0.0,,,03-02-2024 15:47:32,03-02-2024 15:48:07,35.022s,PASSED
"click(findTestObject(""Page_Home/span_Search""))",Chrome 121.0.0.0,,,03-02-2024 15:48:07,03-02-2024 15:48:07,0.787s,PASSED
"setText(findTestObject(""Object Repository/Page_Trial Center/input_All_search""), ""Manage Sales Order"")",Chrome 121.0.0.0,,,03-02-2024 15:48:07,03-02-2024 15:48:10,2.920s,PASSED
"click(findTestObject(""Object Repository/Page_Trial Center/b_Manage Sales Order""))",Chrome 121.0.0.0,,,03-02-2024 15:48:10,03-02-2024 15:48:11,1.080s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/span_Create""))",Chrome 121.0.0.0,,,03-02-2024 15:48:11,03-02-2024 15:48:14,2.606s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/div_Create Sales Order VA01""))",Chrome 121.0.0.0,,,03-02-2024 15:48:14,03-02-2024 15:48:15,0.808s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Sales Documents/input_O_InputField""), ""OR"")",Chrome 121.0.0.0,,,03-02-2024 15:48:15,03-02-2024 15:48:22,7.219s,PASSED
"click(findTestObject(""Object Repository/Page_Create Sales Documents/div_ContinueEmphasized""))",Chrome 121.0.0.0,,,03-02-2024 15:48:22,03-02-2024 15:48:24,1.732s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_S_InputField""), ""17100007"")",Chrome 121.0.0.0,,,03-02-2024 15:48:24,03-02-2024 15:48:25,0.914s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_C_InputField""), ""TEST"")",Chrome 121.0.0.0,,,03-02-2024 15:48:25,03-02-2024 15:48:25,0.468s,PASSED
"click(findTestObject(""Object Repository/Page_Create Standard Order Overview/div_Standard OrderNet ValueSold-to PartyShi_75e7b7""))",Chrome 121.0.0.0,,,03-02-2024 15:48:25,03-02-2024 15:48:26,0.363s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_P_InputField""), ""0004"")",Chrome 121.0.0.0,,,03-02-2024 15:48:26,03-02-2024 15:48:26,0.366s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_I_InputField""), ""EXW"")",Chrome 121.0.0.0,,,03-02-2024 15:48:26,03-02-2024 15:48:26,0.348s,PASSED
"sendKeys(findTestObject(""Page_Create Standard Order Overview/input_I_InputField_1""), Keys.chord(""Palo Alto"", ENTER))",Chrome 121.0.0.0,,,03-02-2024 15:48:26,03-02-2024 15:48:27,0.351s,PASSED
"sendKeys(findTestObject(""Page_Create Standard Order Overview/input_Overall Status_InputField""), Keys.chord(""MZ-FG-26XR1"", ENTER))",Chrome 121.0.0.0,,,03-02-2024 15:48:27,03-02-2024 15:48:28,1.591s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_Overall Status_InputField_1""), Keys.chord(""10"", ENTER))",Chrome 121.0.0.0,,,03-02-2024 15:48:28,03-02-2024 15:48:29,0.988s,PASSED
delay(2),Chrome 121.0.0.0,,,03-02-2024 15:48:29,03-02-2024 15:48:31,2.005s,PASSED
"click(findTestObject(""Page_Create Standard Order Overview/div_Save""))",Chrome 121.0.0.0,,,03-02-2024 15:48:31,03-02-2024 15:48:32,0.324s,PASSED
delay(5),Chrome 121.0.0.0,,,03-02-2024 15:48:32,03-02-2024 15:48:37,5.007s,PASSED
