Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SAP_TS,Chrome 121.0.0.0,,,03-02-2024 15:39:39,03-02-2024 15:42:34,2m - 55.226s,PASSED
,,,,,,,
Test Cases/SAP_Login,Chrome 121.0.0.0,,,03-02-2024 15:39:39,03-02-2024 15:41:01,1m - 22.113s,PASSED
Start listener action : enableSauceLabs,Chrome 121.0.0.0,,,03-02-2024 15:39:39,03-02-2024 15:39:39,0.013s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,03-02-2024 15:39:39,03-02-2024 15:39:42,2.576s,PASSED
"navigateToUrl(""https://cloudtrials.cfapps.eu10-004.hana.ondemand.com/public/access-trial/87b8bf62-d009-4758-96ae-15bbf539d560?t=S4HANA_CLOUD"")",Chrome 121.0.0.0,,,03-02-2024 15:39:42,03-02-2024 15:40:13,31.133s,PASSED
maximizeWindow(),Chrome 121.0.0.0,,,03-02-2024 15:40:13,03-02-2024 15:40:14,0.482s,PASSED
"setText(findTestObject(""Page_SAP Trial Sign In/input_Email or User Name_j_username""), ""vjainkatalon@gmail.com"")",Chrome 121.0.0.0,,,03-02-2024 15:40:14,03-02-2024 15:40:14,0.654s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Trial Log On/div_Continue""))",Chrome 121.0.0.0,,,03-02-2024 15:40:14,03-02-2024 15:40:21,6.315s,PASSED
delay(10),Chrome 121.0.0.0,,,03-02-2024 15:40:21,03-02-2024 15:40:31,10.012s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SAP Universal ID/input_com_password""), ""icP23tTPdjsOed6Z/XwIKg=="")",Chrome 121.0.0.0,,,03-02-2024 15:40:31,03-02-2024 15:40:31,0.325s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Universal ID/button_Sign in""))",Chrome 121.0.0.0,,,03-02-2024 15:40:31,03-02-2024 15:40:31,0.275s,PASSED
delay(10),Chrome 121.0.0.0,,,03-02-2024 15:40:31,03-02-2024 15:40:41,10.008s,PASSED
"click(findTestObject(""Page_Trial Center/span_UT""))",Chrome 121.0.0.0,,,03-02-2024 15:40:41,03-02-2024 15:40:41,0.003s,NOT_RUN
"takeScreenshotAsCheckpoint(""test"")",Chrome 121.0.0.0,,,03-02-2024 15:40:41,03-02-2024 15:40:59,17.506s,PASSED
Start listener action : autoUpdateJobStatus,Chrome 121.0.0.0,,,03-02-2024 15:40:59,03-02-2024 15:40:59,0.001s,PASSED
Video,Chrome 121.0.0.0,,,03-02-2024 15:41:01,03-02-2024 15:41:01,0.001s,PASSED
,,,,,,,
Test Cases/SAP_CreateSalesOrder,Chrome 121.0.0.0,,,03-02-2024 15:41:01,03-02-2024 15:41:58,57.646s,PASSED
Start listener action : enableSauceLabs,Chrome 121.0.0.0,,,03-02-2024 15:41:01,03-02-2024 15:41:01,0.002s,PASSED
enableSmartWait(),Chrome 121.0.0.0,,,03-02-2024 15:41:01,03-02-2024 15:41:01,0.008s,PASSED
"click(findTestObject(""Page_Manage Sales Orders/button_Leave Tour""), OPTIONAL)",Chrome 121.0.0.0,,,03-02-2024 15:41:01,03-02-2024 15:41:27,26.569s,PASSED
"click(findTestObject(""Page_Home/span_Search""))",Chrome 121.0.0.0,,,03-02-2024 15:41:27,03-02-2024 15:41:28,0.808s,PASSED
"setText(findTestObject(""Object Repository/Page_Trial Center/input_All_search""), ""Manage Sales Order"")",Chrome 121.0.0.0,,,03-02-2024 15:41:28,03-02-2024 15:41:31,2.723s,PASSED
"click(findTestObject(""Object Repository/Page_Trial Center/b_Manage Sales Order""))",Chrome 121.0.0.0,,,03-02-2024 15:41:31,03-02-2024 15:41:32,1.093s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/span_Create""))",Chrome 121.0.0.0,,,03-02-2024 15:41:32,03-02-2024 15:41:35,3.039s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/div_Create Sales Order VA01""))",Chrome 121.0.0.0,,,03-02-2024 15:41:35,03-02-2024 15:41:36,0.593s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Sales Documents/input_O_InputField""), ""OR"")",Chrome 121.0.0.0,,,03-02-2024 15:41:36,03-02-2024 15:41:42,5.933s,PASSED
"click(findTestObject(""Object Repository/Page_Create Sales Documents/div_ContinueEmphasized""))",Chrome 121.0.0.0,,,03-02-2024 15:41:42,03-02-2024 15:41:43,1.617s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_S_InputField""), ""17100007"")",Chrome 121.0.0.0,,,03-02-2024 15:41:43,03-02-2024 15:41:44,0.777s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_C_InputField""), ""TEST"")",Chrome 121.0.0.0,,,03-02-2024 15:41:44,03-02-2024 15:41:45,0.446s,PASSED
"click(findTestObject(""Object Repository/Page_Create Standard Order Overview/div_Standard OrderNet ValueSold-to PartyShi_75e7b7""))",Chrome 121.0.0.0,,,03-02-2024 15:41:45,03-02-2024 15:41:45,0.366s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_P_InputField""), ""0004"")",Chrome 121.0.0.0,,,03-02-2024 15:41:45,03-02-2024 15:41:45,0.359s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_I_InputField""), ""EXW"")",Chrome 121.0.0.0,,,03-02-2024 15:41:45,03-02-2024 15:41:46,0.354s,PASSED
"sendKeys(findTestObject(""Page_Create Standard Order Overview/input_I_InputField_1""), Keys.chord(""Palo Alto"", ENTER))",Chrome 121.0.0.0,,,03-02-2024 15:41:46,03-02-2024 15:41:46,0.347s,PASSED
"sendKeys(findTestObject(""Page_Create Standard Order Overview/input_Overall Status_InputField""), Keys.chord(""MZ-FG-26XR1"", ENTER))",Chrome 121.0.0.0,,,03-02-2024 15:41:46,03-02-2024 15:41:47,1.192s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_Overall Status_InputField_1""), Keys.chord(""10"", ENTER))",Chrome 121.0.0.0,,,03-02-2024 15:41:47,03-02-2024 15:41:48,0.965s,PASSED
delay(2),Chrome 121.0.0.0,,,03-02-2024 15:41:48,03-02-2024 15:41:50,2.003s,PASSED
"click(findTestObject(""Page_Create Standard Order Overview/div_Save""))",Chrome 121.0.0.0,,,03-02-2024 15:41:50,03-02-2024 15:41:50,0.323s,PASSED
delay(5),Chrome 121.0.0.0,,,03-02-2024 15:41:50,03-02-2024 15:41:55,5.007s,PASSED
"if (verifyElementPresent(findTestObject(""Page_Create Standard Order Overview/span_SuccessMessage""), 0) == true)",Chrome 121.0.0.0,,,03-02-2024 15:41:55,03-02-2024 15:41:56,0.594s,PASSED
"click(findTestObject(""Object Repository/Page_SAP/div_Exit""))",Chrome 121.0.0.0,,,03-02-2024 15:41:56,03-02-2024 15:41:56,0.318s,PASSED
Start listener action : autoUpdateJobStatus,Chrome 121.0.0.0,,,03-02-2024 15:41:56,03-02-2024 15:41:56,0.000s,PASSED
Video,Chrome 121.0.0.0,,,03-02-2024 15:41:58,03-02-2024 15:41:58,0.000s,PASSED
,,,,,,,
Test Cases/SAP_Search_UpdateSalesOrder,Chrome 121.0.0.0,,,03-02-2024 15:41:58,03-02-2024 15:42:34,35.317s,PASSED
Start listener action : enableSauceLabs,Chrome 121.0.0.0,,,03-02-2024 15:41:58,03-02-2024 15:41:58,0.000s,PASSED
"setText(findTestObject(""Object Repository/Page_Manage Sales Orders/input_Sales Order_cus.sd.salesorders.manage_6cf20f""), Sales_Order)",Chrome 121.0.0.0,,,03-02-2024 15:41:58,03-02-2024 15:42:03,4.665s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/div_Sales OrderContains 1 token183427Sold-t_9beef2""))",Chrome 121.0.0.0,,,03-02-2024 15:42:03,03-02-2024 15:42:04,0.840s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/bdi_Go""))",Chrome 121.0.0.0,,,03-02-2024 15:42:04,03-02-2024 15:42:05,0.935s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Manage Sales Orders/div_183427""), Sales_Order)",Chrome 121.0.0.0,,,03-02-2024 15:42:05,03-02-2024 15:42:06,0.993s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/a_183427""))",Chrome 121.0.0.0,,,03-02-2024 15:42:06,03-02-2024 15:42:06,0.278s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/td_USD_sapMListTblNavCol sapMTblLastVisibleCell_1""))",Chrome 121.0.0.0,,,03-02-2024 15:42:06,03-02-2024 15:42:08,1.614s,PASSED
"click(findTestObject(""Object Repository/Page_Display Sales Order - VA03/div_Change""))",Chrome 121.0.0.0,,,03-02-2024 15:42:08,03-02-2024 15:42:09,0.919s,PASSED
